Unnamed: 0,Station_name,Count_trips_starting_here,Count_trips_ending_here,All_trips_starting_ending_here,Station_latitude,Station_longitude,Borough,scaled_trip_total
0,"Belgrove Street , King's Cross",308640,306402,615042,51.52994371,-0.123616824,Camden,0.751467356362863
1,"Holborn Circus, Holborn",136398,184096,320494,51.51795029,-0.108657431,Camden,0.3914449640525192
2,"Warren Street Station, Euston",125904,125144,251048,51.52443845,-0.138019439,Camden,0.3065619736523667
3,"Drury Lane, Covent Garden",119694,125686,245380,51.51477076,-0.12221963,Camden,0.29963404706785407
4,"Malet Street, Bloomsbury",104844,105835,210679,51.52168078,-0.130431727,Camden,0.2572194421967932
5,"Good's Way, King's Cross",104520,105644,210164,51.53466774,-0.125078653,Camden,0.2565899640402964
6,"Hatton Wall, Holborn",99705,101954,201659,51.5216612,-0.109006325,Camden,0.24619440730047987
7,"Endsleigh Gardens, Euston",96188,88292,184480,51.52683806,-0.130504336,Camden,0.22519672720250128
8,"Red Lion Street, Holborn",95784,95695,191479,51.51824,-0.11655,Camden,0.23375151869244554
9,"Bayley Street , Bloomsbury",90594,95387,185981,51.51858757,-0.132053392,Camden,0.22703138101396098
10,"Castlehaven Road, Camden Town",88872,87795,176667,51.542138,-0.145393,Camden,0.2156469935389873
11,"Doric Way , Somers Town",86512,74316,160828,51.5288338,-0.132250369,Camden,0.196287178935583
12,"British Museum, Bloomsbury",85342,84887,170229,51.51908011,-0.124678402,Camden,0.2077779054389357
13,"Bonny Street, Camden Town",84550,82546,167096,51.541603,-0.138853,Camden,0.20394847812960648
14,"Greenland Road, Camden Town",84279,87579,171858,51.539099,-0.141728,Camden,0.2097690120737577
15,"Hampstead Road, Euston",83557,72856,156413,51.52554222,-0.138231303,Camden,0.19089077881726552
16,"Howland Street, Fitzrovia",81533,84673,166206,51.520994,-0.139016,Camden,0.20286064209216537
17,"Guilford Street , Bloomsbury",80871,80686,161557,51.52334672,-0.120202614,Camden,0.1971782266561387
18,"Russell Square Station, Bloomsbury",80466,79412,159878,51.52341837,-0.124121774,Camden,0.1951260056371908
19,"Birkenhead Street, King's Cross",79424,81246,160670,51.53019988,-0.122299441,Camden,0.19609405748174513
20,"Earnshaw Street , Covent Garden",78986,81755,160741,51.51611887,-0.128585022,Camden,0.19618083990720392
21,"Theobald's Road , Holborn",78097,77074,155171,51.52059681,-0.116688468,Camden,0.18937269751557806
22,"Wren Street, Holborn",75955,70691,146646,51.524564,-0.116279,Camden,0.1789526950221112
23,"Northington Street , Holborn",75596,75977,151573,51.5222641,-0.114079481,Camden,0.18497490643387787
24,"Hatton Garden, Holborn",74278,70268,144546,51.51882555,-0.108028472,Camden,0.17638589088882317
25,"High Holborn , Covent Garden",72283,75169,147452,51.516226,-0.124826,Camden,0.17993785889422076
26,"Brunswick Square, Bloomsbury",70365,68908,139273,51.52395143,-0.122502346,Camden,0.16994076793890517
27,"Albany Street, The Regent's Park",69746,60035,129781,51.528302,-0.144466,Camden,0.15833881325644328
28,"Taviton Street, Bloomsbury",67849,64559,132408,51.52505093,-0.131161087,Camden,0.16154976299841833
29,"Great Russell Street, Bloomsbury",67706,69943,137649,51.51772703,-0.127854211,Camden,0.16795577274249573
30,"Southampton Place, Holborn",67085,69672,136757,51.51760685,-0.121328408,Camden,0.1668654921296896
31,"Cartwright Gardens , Bloomsbury",65628,59444,125072,51.52635795,-0.125979294,Camden,0.15258306055946552
32,"Tavistock Place, Bloomsbury",64317,58219,122536,51.5262503,-0.123509611,Camden,0.1494833389965996
33,"Gloucester Avenue, Camden Town",64197,61515,125712,51.537349,-0.147154,Camden,0.15336532467627711
34,"Charlotte Street, Fitzrovia",62564,63763,126327,51.51953043,-0.13577731,Camden,0.15411703160102574
35,"Ossulston Street, Somers Town",62404,60125,122529,51.5293,-0.12827903,Camden,0.14947478298282196
36,"Handyside Street, King's Cross",59389,56668,116057,51.53724056,-0.124807386,Camden,0.1415641371015648
37,"Euston Road, Euston",57050,54943,111993,51.5262363,-0.134407652,Camden,0.1365967599598112
38,"Bury Place, Holborn",52480,54795,107275,51.51746,-0.12335,Camden,0.13083000667369077
39,"Royal College Street, Camden Town",51370,45357,96727,51.536264,-0.133952,Camden,0.11793731619848974
40,"Sardinia Street, Holborn",51040,52942,103982,51.515208,-0.117863,Camden,0.1268050133351586
41,"London Zoo Car Park, The Regent's Park",49143,47545,96688,51.53692216,-0.150181444,Camden,0.11788964697887153
42,"Lincoln's Inn Fields, Holborn",47998,51518,99516,51.51627788,-0.118272992,Camden,0.12134627654503274
43,"Coram Street, Bloomsbury",47923,41303,89226,51.524,-0.12640984,Camden,0.10876893629192141
44,"Parkway, Camden Town",46142,54072,100214,51.538071,-0.144664,Camden,0.12219943334743039
45,"Ampton Street , Clerkenwell",46135,40857,86992,51.52728093,-0.11829517,Camden,0.10603834560917595
46,"Arlington Road, Camden Town",45641,45560,91201,51.539957,-0.145246,Camden,0.11118295446489468
47,"Scala Street, Fitzrovia",44526,45910,90436,51.51991453,-0.136039674,Camden,0.11024790438776833
48,"York Way, Kings Cross",42940,40760,83700,51.541596,-0.12544145,Camden,0.10201457455832634
49,"Cromer Street, Bloomsbury",41038,38690,79728,51.528279,-0.11955857,Camden,0.09715964788336443
50,"Pancras Road, King's Cross",40967,40930,81897,51.5341235,-0.129386874,Camden,0.0998107898667462
51,"Eversholt Street , Camden Town",40786,38015,78801,51.53300545,-0.136792671,Camden,0.09602658720167014
52,"St. Chad's Street, King's Cross",40722,45430,86152,51.53005939,-0.120973687,Camden,0.10501162395586075
53,"Red Lion Square, Holborn",40510,38659,79169,51.51943538,-0.119123345,Camden,0.0964763890688368
54,"Newton Street, Covent Garden",39719,41549,81268,51.51612862,-0.120909408,Camden,0.0990419709144423
55,"Longford Street, The Regent's Park",39026,32768,71794,51.52559505,-0.144083893,Camden,0.08746201741026575
56,"Bedford Way, Bloomsbury",38152,36550,74702,51.52367314,-0.128377673,Camden,0.09101642999102841
57,"Drummond Street , Euston",32982,24911,57893,51.527326,-0.13605286,Camden,0.07047099633558153
58,"Harrington Square 1, Camden Town",32310,27865,60175,51.53301907,-0.139174593,Camden,0.07326025682708785
59,"Hawley Crescent, Camden Town",31322,31751,63073,51.54100708,-0.14326094,Camden,0.07680244653102533
60,"Gower Place , Euston",30730,29172,59902,51.52522753,-0.13518856,Camden,0.0729265722897604
61,"Euston Square Gardens, Euston",30575,29712,60287,51.527068,-0.13186102,Camden,0.07339715304752988
62,"Store Street, Bloomsbury",28525,28528,57053,51.519572,-0.13214036,Camden,0.06944427468226631
63,"St Martins Close, Camden Town",27269,24404,51673,51.538792,-0.138535,Camden,0.06286836695031889
64,"Aquatic Centre, Queen Elizabeth Olympic Park",231145,233232,464377,51.54094,-0.010510565,Newham,0.5673113826762722
65,"Podium, Queen Elizabeth Olympic Park",102804,105009,207813,51.538718,-0.011889482,Newham,0.25371636569869627
66,"East Village, Queen Elizabeth Olympic Park",74223,74745,148968,51.546326,-0.00993526,Newham,0.18179084702091824
67,"Timber Lodge, Queen Elizabeth Olympic Park",73337,73247,146584,51.546805,-0.01469126,Newham,0.17887691318579507
68,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",68830,68375,137205,51.549369,-0.015717614,Newham,0.16741307701145774
69,"Stratford Station, Stratford",62991,65313,128304,51.541793,-0.00481,Newham,0.15653349434936403
70,"Shoreditch High Street, Shoreditch",140856,141042,281898,51.5263778,-0.078130921,Hackney,0.3442695486580503
71,"Eagle Wharf Road, Hoxton",135120,114820,249940,51.53356,-0.09315,Hackney,0.3052076789001366
72,"Dunston Road , Haggerston",116643,108802,225445,51.53658514,-0.075885686,Hackney,0.27526774211685556
73,"Leonard Circus , Shoreditch",114187,122063,236250,51.52469624,-0.084439283,Hackney,0.28847456052646375
74,"Victoria Park Road, Hackney Central",89960,89244,179204,51.53642464,-0.054162264,Hackney,0.21874793738953574
75,"Pitfield Street North,Hoxton",85896,76741,162637,51.53558,-0.08249,Hackney,0.19849829735325825
76,"Shoreditch Park, Hoxton",84864,74575,159439,51.53404294,-0.086379717,Hackney,0.19458942134456536
77,"Haggerston Road, Haggerston",83357,81877,165234,51.53932857,-0.074284675,Hackney,0.20167257846475778
78,"Goldsmith's Row, Haggerston",79705,73900,153605,51.531864,-0.066035,Hackney,0.1874585950047547
79,"New Inn Yard, Shoreditch",79436,80962,160398,51.52452699,-0.079248081,Hackney,0.19576159523210018
80,"Wenlock Road , Hoxton",78784,65148,143932,51.53099181,-0.093903825,Hackney,0.17563540625175705
81,"Fanshaw Street, Hoxton",77692,68972,146664,51.52953709,-0.083353323,Hackney,0.17897469620039652
82,"Hertford Road, De Beauvoir Town",69856,62965,132821,51.53727795,-0.079201849,Hackney,0.16205456781129834
83,"Windsor Terrace, Hoxton",65518,55165,120683,51.52915444,-0.093421615,Hackney,0.14721843992089356
84,"Ada Street, Hackney Central",64779,68585,133364,51.53571683,-0.060291813,Hackney,0.16271827002290568
85,"Pindar Street, Liverpool Street",55631,58351,113982,51.520955,-0.083493552,Hackney,0.13902789016033967
86,"Christopher Street, Liverpool Street",54802,61662,116464,51.52128377,-0.084605692,Hackney,0.14206160818834962
87,"London Fields, Hackney Central",53655,53751,107406,51.54119,-0.058826101,Hackney,0.1309901263601006
88,"East Road, Hoxton",53039,47527,100566,51.52867339,-0.087459376,Hackney,0.12262967861167676
89,"Shoreditch Court, Haggerston",52315,49089,101404,51.53908372,-0.070329419,Hackney,0.12365395568962693
90,"Pitfield Street Central, Hoxton",50388,40317,90705,51.53213,-0.08299,Hackney,0.1105766997743657
91,"Murray Grove , Hoxton",47858,39869,87727,51.53089041,-0.089782579,Hackney,0.10693672705582677
92,"Falkirk Street, Hoxton",47613,43831,91444,51.53095071,-0.078505384,Hackney,0.11147997037174658
93,"Worship Street, Shoreditch",47407,52090,99497,51.521668,-0.079608554,Hackney,0.1213230530790649
94,"Hoxton Station, Hoxton",44179,39507,83686,51.531091,-0.075901,Hackney,0.10199746253077109
95,"Whiston Road, Haggerston",43531,36332,79863,51.534464,-0.076341,Hackney,0.09732465672050436
96,"Queensbridge Road, Haggerston",41928,36207,78135,51.53385,-0.06992,Hackney,0.09521254360511307
97,"Hoxton Street, Hoxton",39762,33538,73300,51.52959,-0.0801,Hackney,0.08930278266013802
98,"Clifton Street, Shoreditch",35892,37379,73271,51.523196,-0.083067,Hackney,0.089267336317345
99,"Here East North, Queen Elizabeth Olympic Park",31294,32524,63818,51.54873119,-0.022606555,Hackney,0.07771305085450132
100,"Belford House, Haggerston",31233,26203,57436,51.5366541,-0.07023031,Hackney,0.06991241086467075
101,"New North Road 2, Hoxton",27059,22982,50041,51.53114,-0.086016,Hackney,0.06087359345244934
102,"Gascoyne Road, Victoria Park",25423,25968,51391,51.541515,-0.038557746,Hackney,0.06252368182384879
103,"Copper Box Arena, Queen Elizabeth Olympic Park",24281,24318,48599,51.544909,-0.0205426,Hackney,0.05911105461425823
104,"Here East South, Queen Elizabeth Olympic Park",21394,22050,43444,51.54653279,-0.02059759,Hackney,0.052810161610877385
105,"Sun Street, Liverpool Street",16016,16678,32694,51.520009,-0.083935724,Hackney,0.039670569023807715
106,"Lansdowne Drive, Hackney Central",8382,8268,16650,51.539834,-0.062806212,Hackney,0.02006018544548719
107,"Regent's Row , Haggerston",7438,7342,14780,51.535678,-0.062546,Hackney,0.017774507479178327
108,"Thurtle Road, Haggerston",1905,1343,3248,51.534776,-0.071881,Hackney,0.0036790859243795056
109,"Waterloo Station 3, Waterloo",286746,278506,565252,51.50379168,-0.11282408,Lambeth,0.6906096526502864
110,"Waterloo Station 1, Waterloo",248488,239171,487659,51.50402794,-0.11386436,Lambeth,0.5957686845006589
111,"Vauxhall Cross, Vauxhall",160805,161787,322592,51.48591714,-0.124469948,Lambeth,0.3940093236104422
112,"Waterloo Station 2, Waterloo",152025,110741,262766,51.50391973,-0.11342629,Lambeth,0.3208847407161139
113,"Kennington Lane Rail Bridge, Vauxhall",151714,153429,305143,51.4863434,-0.122492418,Lambeth,0.37268162583818376
114,"Baylis Road, Waterloo",133668,139973,273641,51.50144456,-0.110699309,Lambeth,0.3341771192634983
115,"Lambeth Palace Road, Waterloo",127501,129550,257051,51.5000892,-0.116628701,Lambeth,0.3138993666105229
116,"Kennington Cross, Kennington",94958,92265,187223,51.48894022,-0.111435796,Lambeth,0.22854946231564843
117,"Binfield Road, Stockwell",88574,88905,177479,51.47250956,-0.122831913,Lambeth,0.216639491137192
118,"South Lambeth Road, Vauxhall",81296,81080,162376,51.481747,-0.124642,Lambeth,0.19817928026812104
119,"Belvedere Road 1, South Bank",79884,89212,169096,51.50613324,-0.114686385,Lambeth,0.2063930534946427
120,"Fire Brigade Pier, Vauxhall",72183,65890,138073,51.49369988,-0.121394101,Lambeth,0.16847402271988343
121,"Cranmer Road, Stockwell",69652,70001,139653,51.479601,-0.11147178,Lambeth,0.17040523725826207
122,"Stamford Street, South Bank",68838,76740,145578,51.50556905,-0.111606696,Lambeth,0.17764729177718186
123,"Saltoun Road, Brixton",68578,76604,145182,51.460232,-0.11537509,Lambeth,0.17716326585490466
124,"Lollard Street, Vauxhall",67188,62206,129394,51.49288067,-0.114934001,Lambeth,0.1578657879233088
125,"Black Prince Road, Vauxhall",65912,62852,128764,51.4908679,-0.116911864,Lambeth,0.15709574668332238
126,"Hartington Road, Stockwell",65443,64140,129583,51.47787084,-0.126874471,Lambeth,0.1580968002953047
127,"Albert Square, Stockwell",65436,60472,125908,51.47659006,-0.118256789,Lambeth,0.15360489306205066
128,"Lower Marsh, Waterloo",64831,67049,131880,51.50013942,-0.113936001,Lambeth,0.1609043951020488
129,"Kennington Road Post Office, Oval",62626,61285,123911,51.48478899,-0.110683213,Lambeth,0.15116398456006197
130,"Caldwell Street, Stockwell",61467,64824,126291,51.477839,-0.116493,Lambeth,0.1540730292444551
131,"Kennington Oval, Oval",58694,59615,118309,51.483145,-0.113134,Lambeth,0.14431672896259556
132,"Albert Embankment, Vauxhall",58198,55978,114176,51.49043573,-0.122806861,Lambeth,0.1392650139707482
133,"Waterloo Road, South Bank",57808,58824,116632,51.50486,-0.113001,Lambeth,0.14226695251901267
134,"Union Grove, Wandsworth Road",57290,55655,112945,51.472993,-0.133972,Lambeth,0.13776037783356843
135,"Walnut Tree Walk, Vauxhall",56858,51836,108694,51.49368637,-0.111014912,Lambeth,0.13256443289518394
136,"Clapham Common Station, Clapham Common",56454,56365,112819,51.461388,-0.13922146,Lambeth,0.13760636958557115
137,"Normandy Road, Stockwell",56328,55534,111862,51.473874,-0.11258096,Lambeth,0.1364366402734013
138,"Wandsworth Rd, Isley Court, Wandsworth Road",56066,53850,109916,51.46925984,-0.141812513,Lambeth,0.13405806844322105
139,"Belvedere Road 2, South Bank",55582,60879,116461,51.50621,-0.114842,Lambeth,0.14205794132530208
140,"Ashmole Estate, Oval",54910,51656,106566,51.48267821,-0.117661574,Lambeth,0.1299634047067854
141,"Kennington Station, Kennington",54771,54505,109276,51.488852,-0.105593,Lambeth,0.13327580432640945
142,"Ferndale Road, Brixton",53498,55333,108831,51.464019,-0.11578197,Lambeth,0.1327318863076889
143,"Concert Hall Approach 1, South Bank",49137,51191,100328,51.505044,-0.115851,Lambeth,0.12233877414323745
144,"Lambeth Road, Vauxhall",49119,48484,97603,51.49488108,-0.117974901,Lambeth,0.1190080402083756
145,"Concert Hall Approach 2, South Bank",48085,56513,104598,51.504942,-0.115533,Lambeth,0.1275579425475898
146,"Lambeth North Station, Waterloo",47660,49010,96670,51.49914063,-0.112031483,Lambeth,0.1178676458005862
147,"Vauxhall Walk, Vauxhall",47564,47965,95529,51.488124,-0.120903,Lambeth,0.11647301555483304
148,"Courland Grove, Wandsworth Road",47140,46401,93541,51.4729184,-0.132102704,Lambeth,0.11404310764198705
149,"Archbishop's Park, Waterloo",47094,51265,98359,51.49824168,-0.117495865,Lambeth,0.1199320896963593
150,"Vauxhall Street, Vauxhall",45594,46320,91914,51.486965,-0.116625,Lambeth,0.11205444558253008
151,"Sail Street, Vauxhall",43220,40167,83387,51.495656,-0.114605,Lambeth,0.10163199851369818
152,"Sidney Road, Stockwell",40894,40103,80997,51.469202,-0.11902256,Lambeth,0.0987107309524799
153,"Sancroft Street, Vauxhall",39323,35998,75321,51.48947903,-0.115156562,Lambeth,0.09177302606650711
154,"Cotton Garden Estate, Kennington",38683,35291,73974,51.4907579,-0.106323685,Lambeth,0.09012660455815523
155,"Clapham Road, Lingham Street, Stockwell",38291,37725,76016,51.47143307,-0.123670736,Lambeth,0.0926225160058572
156,"Waterloo Bridge, South Bank",37049,38807,75856,51.50535447,-0.113656543,Lambeth,0.09242694997665431
157,"New Spring Gardens Walk, Vauxhall",36484,45899,82383,51.48780745,-0.122759626,Lambeth,0.10040482168045
158,"Gauden Road, Clapham",35958,35313,71271,51.464995,-0.13090885,Lambeth,0.08682276095230877
159,"Clarence Walk, Stockwell",34248,31424,65672,51.47073264,-0.126994068,Lambeth,0.07997917221788989
160,"St John's Crescent, Brixton",33315,36640,69955,51.466232,-0.11317995,Lambeth,0.08521423036211495
161,"Cleaver Street, Kennington",33067,32179,65246,51.488105,-0.110121,Lambeth,0.07945847766513718
162,"Heath Road, Battersea",29273,26988,56261,51.46866929,-0.146544642,Lambeth,0.06847622283771197
163,"Teversham Lane, Stockwell",29091,30398,59489,51.47614939,-0.1232585,Lambeth,0.07242176747688042
164,"Wynne Road, Stockwell",25913,25981,51894,51.469217,-0.11268674,Lambeth,0.0631384925281554
165,"Victoria Rise, Clapham Common",22866,22409,45275,51.461376,-0.14780467,Lambeth,0.05504817035756804
166,"King Edward Walk, Waterloo",22115,21408,43523,51.49775,-0.10988,Lambeth,0.052906722337796315
167,"Chicheley Street, South Bank",254,291,545,51.502698,-0.1167474,Lambeth,0.0003752423185330592
168,"Islington Green, Angel",152223,147696,299919,51.53638435,-0.102757578,Islington,0.3662963949847092
169,"Old Street Station, St. Luke's",129825,133211,263036,51.52548,-0.089659871,Islington,0.32121475839039376
170,"Finsbury Leisure Centre, St. Luke's",114494,110863,225357,51.52600832,-0.096317627,Islington,0.27516018080079396
171,"Bunhill Row, Moorgate",96528,108505,205033,51.52085887,-0.089887855,Islington,0.25031840594129595
172,"Berry Street, Clerkenwell",95247,98067,193314,51.52285301,-0.099994052,Islington,0.23599441658986625
173,"Bath Street, St. Luke's",94919,96173,191092,51.52589324,-0.090847761,Islington,0.233278493359311
174,"Clerkenwell Green, Clerkenwell",92706,94919,187625,51.52326004,-0.104708922,Islington,0.22904082196402076
175,"Graham Street, Angel",92377,80222,172599,51.53266186,-0.099981142,Islington,0.21067472724650366
176,"Tysoe Street, Clerkenwell",89684,89167,178851,51.52644342,-0.109256828,Islington,0.21831646983760683
177,"Liverpool Road (N1 Centre), Angel",85635,84887,170522,51.53450449,-0.106992706,Islington,0.20813603572991352
178,"Macclesfield Rd, St Lukes",78918,64953,143871,51.529423,-0.097122,Islington,0.17556084670312344
179,"Finsbury Square , Moorgate",75938,84041,159979,51.52096262,-0.085634242,Islington,0.1952494566931251
180,"Chadwell Street, Angel",72168,62049,134217,51.53051587,-0.106408455,Islington,0.16376088141609363
181,"Baldwin Street, St. Luke's",70110,70280,140390,51.52702563,-0.088542771,Islington,0.17130606328027792
182,"Sadlers Sports Centre, Finsbury",69089,65733,134822,51.52486887,-0.099489485,Islington,0.16450036546401708
183,"City Road, Angel",59348,45708,105056,51.530344,-0.100168,Islington,0.12811775030618305
184,"Roscoe Street, St. Luke's",58960,58815,117775,51.52295439,-0.094934859,Islington,0.1436640273401309
185,"Cloudesley Road, Angel",55685,34551,90236,51.53440868,-0.109025404,Islington,0.1100034468512647
186,"Farringdon Lane, Clerkenwell",55326,55775,111101,51.52352001,-0.108340165,Islington,0.13550647934700505
187,"Torrens Street, Angel",53615,51428,105043,51.53219984,-0.105480698,Islington,0.12810186056631034
188,"Great Percy Street, Clerkenwell",53160,49011,102171,51.52891573,-0.115480888,Islington,0.12459145034211833
189,"Percival Street, Finsbury",52151,46543,98694,51.526153,-0.102208,Islington,0.12034155607000285
190,"Finsbury Library , Finsbury",47364,42920,90284,51.52671796,-0.104298194,Islington,0.11006211666002556
191,"Margery Street, Clerkenwell",46452,43827,90279,51.52659961,-0.112432615,Islington,0.11005600522161298
192,"Charlotte Terrace, Angel",45954,35779,81733,51.53639219,-0.112721065,Islington,0.09961033468681323
193,"Carnegie Street, King's Cross",45945,35189,81134,51.53546778,-0.11619105,Islington,0.09887818436498488
194,"Claremont Square, Angel",43955,29437,73392,51.53166681,-0.109914711,Islington,0.08941523312692969
195,"Goswell Road (City Uni), Finsbury",40381,34332,74713,51.528246,-0.10102611,Islington,0.09102987515553611
196,"Northdown Street, King's Cross",39760,37925,77685,51.531066,-0.11934,Islington,0.09466251414797992
197,"River Street , Clerkenwell",38258,26614,64872,51.52916347,-0.109970527,Islington,0.0790013420718754
198,"St. John Street, Finsbury",37483,31560,69043,51.52836014,-0.104724625,Islington,0.08409950399565844
199,"Hardwick Street, Clerkenwell",37403,25831,63234,51.52784273,-0.108068155,Islington,0.07699923484791074
200,"Risinghill Street, Angel",33102,22518,55620,51.5333196,-0.1117812,Islington,0.06769273643321787
201,"Crinan Street, King's Cross",31008,31797,62805,51.534474,-0.122203,Islington,0.07647487343211047
202,"Calshot Street , King's Cross",27381,23069,50450,51.53136059,-0.117069978,Islington,0.061373509114599246
203,"Killick Street, King's Cross",24435,21424,45859,51.5338,-0.118677,Islington,0.05576198636415861
204,"Hop Exchange, The Borough",242438,323462,565900,51.50462759,-0.091773776,Southwark,0.6914016950685582
205,"Duke Street Hill, London Bridge",213881,224251,438132,51.50630441,-0.087262995,Southwark,0.5352324424485845
206,"Tooley Street, Bermondsey",185298,197678,382976,51.5034938,-0.07962099,Southwark,0.46781594303161567
207,"Bermondsey Street, Bermondsey",112840,110687,223527,51.49785559,-0.081608045,Southwark,0.27292339434178586
208,"Curlew Street, Shad Thames",108985,109592,218577,51.50227992,-0.074189225,Southwark,0.2668730703133212
