index,name,trips,lat,lon,trips_scaled
4066,Hyde Park - Kensington Gardens,260185,"(51.50562, 51.506)","(-0.16149, -0.18487)",1.0
1265,Bethnal Green - Shoreditch,172041,"(51.52744, 51.52416)","(-0.05739, -0.07619)",0.6612243642960366
3912,Holborn - Waterloo,165402,"(51.51776, 51.50095)","(-0.11324, -0.11342)",0.6357078067828921
4075,Hyde Park - Mayfair,156800,"(51.50562, 51.50988)","(-0.16149, -0.1479)",0.6026465885680902
683,Battersea - Clapham Junction,156729,"(51.47151, 51.46406)","(-0.16366, -0.17169)",0.6023737047627832
3854,Holborn - King's Cross,154330,"(51.51776, 51.53367)","(-0.11324, -0.12209)",0.5931533068905082
1437,Bloomsbury - King's Cross,148688,"(51.52292, 51.53367)","(-0.12635, -0.12209)",0.5714686529532945
3393,Fulham - Hammersmith,147381,"(51.47634, 51.48948)","(-0.21127, -0.22358)",0.566445284875319
4848,Marylebone - Paddington,143580,"(51.51948, 51.51778)","(-0.15783, -0.17339)",0.5518363927066998
4837,Marylebone - Mayfair,140325,"(51.51948, 51.50988)","(-0.15783, -0.1479)",0.5393260154352304
1429,Bloomsbury - Holborn,138721,"(51.52292, 51.51776)","(-0.12635, -0.11324)",0.5331611474956184
4074,Hyde Park - Marylebone,136641,"(51.50562, 51.51948)","(-0.16149, -0.15783)",0.5251668050302862
3843,Hammersmith - West Kensington,135496,"(51.48948, 51.4876)","(-0.22358, -0.20617)",0.520766073240476
667,Battersea - Battersea Park,134010,"(51.47151, 51.47738)","(-0.16366, -0.1542)",0.5150547304984164
5597,Pimlico - Westminster,133648,"(51.48891, 51.49676)","(-0.13785, -0.13301)",0.5136634074347385
6416,Vauxhall - Waterloo,132416,"(51.49028, 51.50095)","(-0.1185, -0.11342)",0.5089282968975801
4307,Kensington - South Kensington,132062,"(51.50034, 51.49441)","(-0.19268, -0.17807)",0.5075677213049227
4876,Marylebone - The Regent's Park,131803,"(51.51948, 51.53038)","(-0.15783, -0.15448)",0.5065722719306337
3330,Fitzrovia - Marylebone,131502,"(51.51986, 51.51948)","(-0.13867, -0.15783)",0.505415398333487
4130,Hyde Park - Westminster,129895,"(51.50562, 51.49676)","(-0.16149, -0.13301)",0.4992390000922424
6421,Vauxhall - Westminster,127520,"(51.49028, 51.49676)","(-0.1185, -0.13301)",0.49011084463302895
5584,Pimlico - Victoria,127250,"(51.48891, 51.49382)","(-0.13785, -0.14285)",0.4890731174860868
3464,Fulham - West Kensington,119971,"(51.47634, 51.4876)","(-0.21127, -0.20617)",0.46109676229130153
4068,Hyde Park - Knightsbridge,118751,"(51.50562, 51.49808)","(-0.16149, -0.16788)",0.456407772960674
4870,Marylebone - St.John's Wood,118735,"(51.51948, 51.52981)","(-0.15783, -0.17254)",0.456346278018633
4502,Knightsbridge - South Kensington,118265,"(51.49808, 51.49441)","(-0.16788, -0.17807)",0.4545398640961781
6331,Strand - Westminster,114589,"(51.51027, 51.49676)","(-0.12048, -0.13301)",0.4404114011622544
6436,Victoria - Westminster,113903,"(51.49382, 51.49676)","(-0.14285, -0.13301)",0.4377748055222458
4065,Hyde Park - Kensington,110960,"(51.50562, 51.50034)","(-0.16149, -0.19268)",0.4264635796205762
1645,Bow - Mile End,108554,"(51.5255, 51.52326)","(-0.02317, -0.03619)",0.41721627771115827
4028,Hoxton - Shoreditch,107460,"(51.53134, 51.52416)","(-0.08565, -0.07619)",0.4130115610491037
1925,Camden Town - King's Cross,107093,"(51.53821, 51.53367)","(-0.14134, -0.12209)",0.4116010208160379
1444,Bloomsbury - Marylebone,106063,"(51.52292, 51.51948)","(-0.12635, -0.15783)",0.4076422839221474
4683,Liverpool Street - Shoreditch,106001,"(51.51883, 51.52416)","(-0.08165, -0.07619)",0.40740399102173847
1096,Bermondsey - Borough,104292,"(51.49718, 51.49946)","(-0.073, -0.09326)",0.4008355625249823
790,Battersea Park - Clapham Junction,103906,"(51.47738, 51.46406)","(-0.1542, -0.17169)",0.3993519970482428
929,Bayswater - Marylebone,103777,"(51.515, 51.51948)","(-0.18647, -0.15783)",0.3988561940780371
1595,Borough - Waterloo,102333,"(51.49946, 51.50095)","(-0.09326, -0.11342)",0.3933062755588353
6296,Stockwell - Vauxhall,101889,"(51.4741, 51.49028)","(-0.11947, -0.1185)",0.39159979091719704
4710,Liverpool Street - Waterloo,99196,"(51.51883, 51.50095)","(-0.08165, -0.11342)",0.38124942348491836
1932,Camden Town - Marylebone,98068,"(51.53821, 51.51948)","(-0.14134, -0.15783)",0.37691403007102664
4036,Hoxton - St. Luke's,97225,"(51.53134, 51.52613)","(-0.08565, -0.0929)",0.3736740153122406
1276,Bethnal Green - Stepney,96533,"(51.52744, 51.51704)","(-0.05739, -0.04924)",0.37101435906896657
155,Angel - Hoxton,96391,"(51.53324, 51.53134)","(-0.10652, -0.08565)",0.37046859145835254
1406,Bloomsbury - Camden Town,96360,"(51.52292, 51.53821)","(-0.12635, -0.14134)",0.3703494450081481
4111,Hyde Park - Strand,95125,"(51.50562, 51.51027)","(-0.16149, -0.12048)",0.3656028041693571
787,Battersea Park - Chelsea,94240,"(51.47738, 51.48862)","(-0.1542, -0.16723)",0.36220136518771334
4272,Kensington - Knightsbridge,94119,"(51.50034, 51.49808)","(-0.19268, -0.16788)",0.3617363096885281
6290,Stepney - Whitechapel,93283,"(51.51704, 51.51808)","(-0.04924, -0.06597)",0.358523198966885
4474,Knightsbridge - Mayfair,92088,"(51.49808, 51.50988)","(-0.16788, -0.1479)",0.3539302954831965
917,Bayswater - Hyde Park,92080,"(51.515, 51.50562)","(-0.18647, -0.16149)",0.353899548012176
4862,Marylebone - Soho,91575,"(51.51948, 51.5134)","(-0.15783, -0.13325)",0.3519586139040064
3738,Haggerston - Shoreditch,91098,"(51.53581, 51.52416)","(-0.07083, -0.07619)",0.35012529594440855
4001,Hoxton - Liverpool Street,91077,"(51.53134, 51.51883)","(-0.08565, -0.08165)",0.35004458383297976
4409,King's Cross - Marylebone,90409,"(51.53367, 51.51948)","(-0.12209, -0.15783)",0.3474771700027673
2827,Earl's Court - Kensington,90260,"(51.49213, 51.50034)","(-0.19276, -0.19268)",0.3469044983550103
4984,Mile End - Stepney,89731,"(51.52326, 51.51704)","(-0.03619, -0.04924)",0.34487132183377917
3422,Fulham - Parson's Green,89277,"(51.47634, 51.47204)","(-0.21127, -0.20051)",0.3431264028533653
2150,Chelsea - South Kensington,88923,"(51.48862, 51.49441)","(-0.16723, -0.17807)",0.3417658272607078
4473,Knightsbridge - Marylebone,87250,"(51.49808, 51.51948)","(-0.16788, -0.15783)",0.33533576238354396
4103,Hyde Park - South Kensington,87179,"(51.50562, 51.49441)","(-0.16149, -0.17807)",0.33506287857823697
5828,Sands End - Walham Green,86344,"(51.47049, 51.47731)","(-0.18915, -0.19283)",0.33185361129047136
2865,Earl's Court - South Kensington,85625,"(51.49213, 51.49441)","(-0.19276, -0.17807)",0.32909018233250315
440,Bank - Waterloo,85506,"(51.5128, 51.50095)","(-0.09163, -0.11342)",0.3286328137010731
1972,Camden Town - The Regent's Park,83818,"(51.53821, 51.53038)","(-0.14134, -0.15448)",0.3221450973157458
161,Angel - King's Cross,83818,"(51.53324, 51.53367)","(-0.10652, -0.12209)",0.3221450973157458
3861,Holborn - Marylebone,83175,"(51.51776, 51.51948)","(-0.11324, -0.15783)",0.31967376933247243
1299,Bethnal Green - Whitechapel,83083,"(51.52744, 51.51808)","(-0.05739, -0.06597)",0.31932017341573654
6236,St. Paul's - Waterloo,82563,"(51.51356, 51.50095)","(-0.0994, -0.11342)",0.3173215877994035
5982,Shoreditch - Whitechapel,82294,"(51.52416, 51.51808)","(-0.07619, -0.06597)",0.3162877040863389
6520,Waterloo - Westminster,81796,"(51.50095, 51.49676)","(-0.11342, -0.13301)",0.31437367401531224
3087,Euston - Marylebone,80280,"(51.5261, 51.51948)","(-0.13489, -0.15783)",0.30854702825692587
2444,Clapham Junction - Wandsworth,79894,"(51.46406, 51.45998)","(-0.17169, -0.19446)",0.3070634627801863
837,Battersea Park - Pimlico,78423,"(51.47738, 51.48891)","(-0.1542, -0.13785)",0.30140977154629034
6132,South Kensington - West Chelsea,78118,"(51.49441, 51.48226)","(-0.17807, -0.17975)",0.3002375242136334
3858,Holborn - Liverpool Street,77769,"(51.51776, 51.51883)","(-0.11324, -0.08165)",0.29889616579036377
2174,Chelsea - West Chelsea,77511,"(51.48862, 51.48226)","(-0.16723, -0.17975)",0.29790455984995234
2115,Chelsea - Knightsbridge,76268,"(51.48862, 51.49808)","(-0.16723, -0.16788)",0.29312717154014084
2472,Clerkenwell - Holborn,75888,"(51.5262, 51.51776)","(-0.10962, -0.11324)",0.2916666666666667
680,Battersea - Chelsea,75403,"(51.47151, 51.48862)","(-0.16366, -0.16723)",0.28980260123604834
6326,Strand - Waterloo,74895,"(51.51027, 51.50095)","(-0.12048, -0.11342)",0.28785013682624605
4253,Kennington - Vauxhall,74383,"(51.48872, 51.49028)","(-0.10729, -0.1185)",0.2858822986809335
1572,Borough - South Bank,73599,"(51.49946, 51.50561)","(-0.09326, -0.1129)",0.28286904652092365
5204,Nine Elms - Vauxhall,72608,"(51.48107, 51.49028)","(-0.1387, -0.1185)",0.27906020354825817
1243,Bethnal Green - Mile End,72563,"(51.52744, 51.52326)","(-0.05739, -0.03619)",0.2788872490237678
1412,Bloomsbury - Clerkenwell,71398,"(51.52292, 51.5262)","(-0.12635, -0.10962)",0.27440964855640626
550,Bankside - Waterloo,71059,"(51.50618, 51.50095)","(-0.09824, -0.11342)",0.2731067244719122
930,Bayswater - Mayfair,70960,"(51.515, 51.50988)","(-0.18647, -0.1479)",0.2727262245180334
5583,Pimlico - Vauxhall,70873,"(51.48891, 51.49028)","(-0.13785, -0.1185)",0.27239184577068537
3454,Fulham - Walham Green,69110,"(51.47634, 51.47731)","(-0.21127, -0.19283)",0.2656158718445408
6408,Vauxhall - Victoria,68915,"(51.49028, 51.49382)","(-0.1185, -0.14285)",0.2648664022384159
457,Bankside - Borough,68626,"(51.50618, 51.49946)","(-0.09824, -0.09326)",0.26375564984780003
1581,Borough - Strand,68165,"(51.49946, 51.51027)","(-0.09326, -0.12048)",0.26198382683024324
4873,Marylebone - Strand,68062,"(51.51948, 51.51027)","(-0.15783, -0.12048)",0.26158795314085415
5518,Parson's Green - Sands End,68039,"(51.47204, 51.47049)","(-0.20051, -0.18915)",0.2614995541616702
4892,Marylebone - Westminster,67994,"(51.51948, 51.49676)","(-0.15783, -0.13301)",0.26132659963717986
1224,Bethnal Green - Haggerston,67712,"(51.52744, 51.53581)","(-0.05739, -0.07083)",0.26024275128370694
1997,Canary Wharf - Cubitt Town,66693,"(51.50414, 51.49292)","(-0.0204, -0.01048)",0.25632629216246966
4279,Kensington - Mayfair,66016,"(51.50034, 51.50988)","(-0.19268, -0.1479)",0.2537242874273591
3701,Haggerston - Hoxton,65635,"(51.53581, 51.53134)","(-0.07083, -0.08565)",0.2522599391200074
153,Angel - Holborn,65556,"(51.53324, 51.51776)","(-0.10652, -0.11324)",0.25195630784367984
920,Bayswater - Kensington,65303,"(51.515, 51.50034)","(-0.18647, -0.19268)",0.25098391907265627
1419,Bloomsbury - Euston,65162,"(51.52292, 51.5261)","(-0.12635, -0.13489)",0.25044199489591984
4778,Maida Vale - Marylebone,65035,"(51.52626, 51.51948)","(-0.18231, -0.15783)",0.24995387879346923
3898,Holborn - Strand,64597,"(51.51776, 51.51027)","(-0.11324, -0.12048)",0.24827045475509638
4890,Marylebone - West End,64050,"(51.51948, 51.50988)","(-0.15783, -0.13306)",0.2461680964240691
5956,Shoreditch - St. Luke's,63906,"(51.52416, 51.52613)","(-0.07619, -0.0929)",0.24561464194569996
4286,Kensington - Notting Hill,63842,"(51.50034, 51.51034)","(-0.19268, -0.19818)",0.2453686621775359
6317,Strand - Vauxhall,63457,"(51.51027, 51.49028)","(-0.12048, -0.1185)",0.2438889401346739
3779,Hammersmith - Kensington,63382,"(51.48948, 51.50034)","(-0.22358, -0.19268)",0.24360068259385664
4270,Kensington - Kensington Gardens,62895,"(51.50034, 51.506)","(-0.19268, -0.18487)",0.24172893029548317
1586,Borough - Vauxhall,62779,"(51.49946, 51.49028)","(-0.09326, -0.1185)",0.24128309196568581
3323,Fitzrovia - King's Cross,62464,"(51.51986, 51.53367)","(-0.13867, -0.12209)",0.24007241029425327
6134,South Kensington - West Kensington,62354,"(51.49441, 51.4876)","(-0.17807, -0.20617)",0.2396496325677213
1678,Bow - Stepney,62038,"(51.5255, 51.51704)","(-0.02317, -0.04924)",0.2384351074624112
3848,Holborn - Hoxton,62034,"(51.51776, 51.53134)","(-0.11324, -0.08565)",0.23841973372690095
865,Battersea Park - Vauxhall,61927,"(51.47738, 51.49028)","(-0.1542, -0.1185)",0.23800848630200164
4128,Hyde Park - West End,61126,"(51.50562, 51.50988)","(-0.16149, -0.13306)",0.23492989576607323
763,Battersea - Wandsworth,61029,"(51.47151, 51.45998)","(-0.16366, -0.19446)",0.23455708267994954
4949,Mayfair - Westminster,60943,"(51.50988, 51.49676)","(-0.1479, -0.13301)",0.23422654736647908
4086,Hyde Park - Paddington,60619,"(51.50562, 51.51778)","(-0.16149, -0.17339)",0.2329812747901485
937,Bayswater - Notting Hill,60493,"(51.515, 51.51034)","(-0.18647, -0.19818)",0.23249700212157548
3885,Holborn - Shoreditch,60221,"(51.51776, 51.52416)","(-0.11324, -0.07619)",0.2314515881068782
1518,Borough - Elephant & Castle,60151,"(51.49946, 51.49684)","(-0.09326, -0.10327)",0.23118254773544875
1481,Bloomsbury - Strand,59668,"(51.52292, 51.51027)","(-0.12635, -0.12048)",0.22932616917258553
5578,Pimlico - Strand,59602,"(51.48891, 51.51027)","(-0.13785, -0.12048)",0.22907250253666633
5959,Shoreditch - Stepney,59576,"(51.52416, 51.51704)","(-0.07619, -0.04924)",0.2289725732558497
3893,Holborn - St. Luke's,59143,"(51.51776, 51.52613)","(-0.11324, -0.0929)",0.22730836638686466
4278,Kensington - Marylebone,59101,"(51.50034, 51.51948)","(-0.19268, -0.15783)",0.227146942164007
2830,Earl's Court - Knightsbridge,58994,"(51.49213, 51.49808)","(-0.19276, -0.16788)",0.22673569473910768
5007,Mile End - Whitechapel,58498,"(51.52326, 51.51808)","(-0.03619, -0.06597)",0.22482935153583616
829,Battersea Park - Nine Elms,58365,"(51.47738, 51.48107)","(-0.1542, -0.1387)",0.2243181748301202
1228,Bethnal Green - Hoxton,58256,"(51.52744, 51.53134)","(-0.05739, -0.08565)",0.22389924053746577
1422,Bloomsbury - Fitzrovia,57789,"(51.52292, 51.51986)","(-0.12635, -0.13867)",0.2221043569166436
6316,Strand - Tower,57774,"(51.51027, 51.50894)","(-0.12048, -0.07437)",0.22204670540848012
4865,Marylebone - South Kensington,57673,"(51.51948, 51.49441)","(-0.15783, -0.17807)",0.2216585185868462
3887,Holborn - Soho,57513,"(51.51776, 51.5134)","(-0.11324, -0.13325)",0.22104356916643605
1907,Camden Town - Euston,57512,"(51.53821, 51.5261)","(-0.14134, -0.13489)",0.22103972573255848
3072,Euston - Holborn,57319,"(51.5261, 51.51776)","(-0.13489, -0.11324)",0.2202979429941887
4333,Kensington - West Kensington,57183,"(51.50034, 51.4876)","(-0.19268, -0.20617)",0.21977523598684007
2135,Chelsea - Pimlico,56559,"(51.48862, 51.48891)","(-0.16723, -0.13785)",0.2173769332472404
2164,Chelsea - Victoria,56280,"(51.48862, 51.49382)","(-0.16723, -0.14285)",0.21630461519540015
4879,Marylebone - Victoria,55590,"(51.51948, 51.49382)","(-0.15783, -0.14285)",0.2136526458198813
136,Angel - Clerkenwell,55311,"(51.53324, 51.5262)","(-0.10652, -0.10962)",0.21258032776804106
923,Bayswater - Knightsbridge,54768,"(51.515, 51.49808)","(-0.18647, -0.16788)",0.21049334317252405
1238,Bethnal Green - Liverpool Street,54694,"(51.52744, 51.51883)","(-0.05739, -0.08165)",0.21020892906558433
866,Battersea Park - Victoria,54483,"(51.47738, 51.49382)","(-0.1542, -0.14285)",0.20939796451741843
6535,West End - Westminster,54475,"(51.50988, 51.49676)","(-0.13306, -0.13301)",0.2093672170463979
3811,Hammersmith - Shepherd's Bush,54321,"(51.48948, 51.50309)","(-0.22358, -0.21891)",0.20877532822925313
1541,Borough - Liverpool Street,54291,"(51.49946, 51.51883)","(-0.09326, -0.08165)",0.20866002521292623
4338,Kensington Gardens - Knightsbridge,53952,"(51.506, 51.49808)","(-0.18487, -0.16788)",0.20735710112843217
2480,Clerkenwell - King's Cross,53929,"(51.5262, 51.53367)","(-0.10962, -0.12209)",0.2072687021492482
3889,Holborn - South Bank,53906,"(51.51776, 51.50561)","(-0.11324, -0.1129)",0.20718030317006425
4930,Mayfair - Strand,53810,"(51.50988, 51.51027)","(-0.1479, -0.12048)",0.20681133351781814
6249,St.John's Wood - The Regent's Park,53603,"(51.52981, 51.53038)","(-0.17254, -0.15448)",0.20601574270516249
3438,Fulham - South Kensington,53505,"(51.47634, 51.49441)","(-0.21127, -0.17807)",0.20563908618516125
200,Angel - St. Luke's,53468,"(51.53324, 51.52613)","(-0.10652, -0.0929)",0.2054968791316914
2088,Chelsea - Clapham Junction,53237,"(51.48862, 51.46406)","(-0.16723, -0.17169)",0.2046090459059742
192,Angel - Shoreditch,53196,"(51.53324, 51.52416)","(-0.10652, -0.07619)",0.2044514651169941
5713,Putney - Wandsworth,53129,"(51.46188, 51.45998)","(-0.2143, -0.19446)",0.20419395504719734
4435,King's Cross - Soho,53103,"(51.53367, 51.5134)","(-0.12209, -0.13325)",0.2040940257663807
870,Battersea Park - Wandsworth,52986,"(51.47738, 51.45998)","(-0.1542, -0.19446)",0.20364434400270576
374,Bank - Holborn,52652,"(51.5128, 51.51776)","(-0.09163, -0.11324)",0.20236063708759952
1470,Bloomsbury - Soho,52054,"(51.52292, 51.5134)","(-0.12635, -0.13325)",0.20006226362881652
5330,Old Ford - Queen Elizabeth Olympic Park,52045,"(51.53424, 51.54529)","(-0.03165, -0.01581)",0.20002767272391844
4485,Knightsbridge - Paddington,51989,"(51.49808, 51.51778)","(-0.16788, -0.17339)",0.19981244042677487
4717,Liverpool Street - Whitechapel,51932,"(51.51883, 51.51808)","(-0.08165, -0.06597)",0.19959336469575376
1250,Bethnal Green - Old Ford,50972,"(51.52744, 51.53424)","(-0.05739, -0.03165)",0.19590366817329272
4696,Liverpool Street - Strand,50712,"(51.51883, 51.51027)","(-0.08165, -0.12048)",0.1949043753651262
4345,Kensington Gardens - Mayfair,50706,"(51.506, 51.50988)","(-0.18487, -0.1479)",0.19488131476186082
6303,Stockwell - Wandsworth Road,50536,"(51.4741, 51.47301)","(-0.11947, -0.13444)",0.19422793100267502
4082,Hyde Park - Notting Hill,50521,"(51.50562, 51.51034)","(-0.16149, -0.19818)",0.19417027949451157
4958,Mile End - Old Ford,50262,"(51.52326, 51.53424)","(-0.03619, -0.03165)",0.1931748301202226
90,Aldgate - Stepney,50261,"(51.51398, 51.51704)","(-0.07464, -0.04924)",0.19317098668634503
4922,Mayfair - South Kensington,50147,"(51.50988, 51.49441)","(-0.1479, -0.17807)",0.1927328352243028
4919,Mayfair - Soho,50142,"(51.50988, 51.5134)","(-0.1479, -0.13325)",0.19271361805491496
6026,Soho - Strand,50114,"(51.5134, 51.51027)","(-0.13325, -0.12048)",0.1926060019063432
1917,Camden Town - Holborn,50019,"(51.53821, 51.51776)","(-0.14134, -0.11324)",0.19224087568797465
941,Bayswater - Paddington,49778,"(51.515, 51.51778)","(-0.18647, -0.17339)",0.19131460812348183
1652,Bow - Old Ford,49774,"(51.5255, 51.53424)","(-0.02317, -0.03165)",0.19129923438797158
4516,Knightsbridge - Victoria,49696,"(51.49808, 51.49382)","(-0.16788, -0.14285)",0.19099944654552162
921,Bayswater - Kensington Gardens,49527,"(51.515, 51.506)","(-0.18647, -0.18487)",0.19034990622021336
4905,Mayfair - Paddington,49492,"(51.50988, 51.51778)","(-0.1479, -0.17339)",0.19021538603449864
6318,Strand - Victoria,49136,"(51.51027, 51.49382)","(-0.12048, -0.14285)",0.188847123574086
2042,Canary Wharf - Poplar,49089,"(51.50414, 51.51362)","(-0.0204, -0.01592)",0.18866648218184054
1661,Bow - Queen Elizabeth Olympic Park,49023,"(51.5255, 51.54529)","(-0.02317, -0.01581)",0.18841281554592132
4373,Kensington Gardens - South Kensington,48934,"(51.506, 51.49441)","(-0.18487, -0.17807)",0.18807074993081818
1529,Borough - Holborn,48772,"(51.49946, 51.51776)","(-0.09326, -0.11324)",0.18744811364265287
3711,Haggerston - Liverpool Street,48643,"(51.53581, 51.51883)","(-0.07083, -0.08165)",0.18695231067244716
5906,Shadwell - Wapping,48544,"(51.51053, 51.50669)","(-0.05564, -0.06397)",0.18657181071856838
6399,Tower - Wapping,48479,"(51.50894, 51.50669)","(-0.07437, -0.06397)",0.18632198751652676
4301,Kensington - Shepherd's Bush,48450,"(51.50034, 51.50309)","(-0.19268, -0.21891)",0.1862105279340774
79,Aldgate - Shoreditch,48369,"(51.51398, 51.52416)","(-0.07464, -0.07619)",0.18589920978999475
5449,Oval - Vauxhall,48339,"(51.48354, 51.49028)","(-0.11382, -0.1185)",0.18578390677366785
3429,Fulham - Sands End,48322,"(51.47634, 51.47049)","(-0.21127, -0.18915)",0.18571856839774928
3370,Fitzrovia - The Regent's Park,48275,"(51.51986, 51.53038)","(-0.13867, -0.15448)",0.18553792700550378
2891,Earl's Court - West Kensington,48114,"(51.49213, 51.4876)","(-0.19276, -0.20617)",0.18491913415121605
1135,Bermondsey - Liverpool Street,47699,"(51.49718, 51.51883)","(-0.073, -0.08165)",0.18332410909202718
6092,South Bank - Vauxhall,47539,"(51.50561, 51.49028)","(-0.1129, -0.1185)",0.182709159671617
151,Angel - Haggerston,47279,"(51.53324, 51.53581)","(-0.10652, -0.07083)",0.18170986686345048
2112,Chelsea - Kensington,47018,"(51.48862, 51.50034)","(-0.16723, -0.19268)",0.18070673062140638
1189,Bermondsey - Waterloo,46792,"(51.49718, 51.50095)","(-0.073, -0.11342)",0.179838114565077
3426,Fulham - Putney,46265,"(51.47634, 51.46188)","(-0.21127, -0.2143)",0.177812624911601
1777,Brixton - Stockwell,46071,"(51.4635, 51.4741)","(-0.11478, -0.11947)",0.17706699873935366
2667,Cubitt Town - Millwall,45975,"(51.49292, 51.49424)","(-0.01048, -0.02052)",0.17669802908710758
3588,Hackney Central - Shoreditch,45888,"(51.53829, 51.52416)","(-0.05902, -0.07619)",0.17636365033975954
4288,Kensington - Olympia,45743,"(51.50034, 51.49797)","(-0.19268, -0.2099)",0.17580635242751283
4947,Mayfair - West End,45608,"(51.50988, 51.50988)","(-0.1479, -0.13306)",0.17528748885404175
1574,Borough - Southwark,45594,"(51.49946, 51.50394)","(-0.09326, -0.10448)",0.17523368077975585
